index,label,snr_db,channel,modulation,seed
1704,1,-15,rayleigh,bpsk,42001830
1705,1,-15,rayleigh,bpsk,42001831
1706,1,-15,rayleigh,qpsk,42001832
1707,1,-15,rayleigh,qpsk,42001833
1708,1,-15,rayleigh,16qam,42001834
1709,1,-15,rayleigh,bpsk,42001835
1710,1,-15,rayleigh,qpsk,42001836
1711,1,-15,rayleigh,16qam,42001837
1712,1,-15,rayleigh,bpsk,42001838
1713,1,-15,rayleigh,bpsk,42001839
1714,1,-15,rayleigh,bpsk,42001840
1715,1,-15,rayleigh,16qam,42001841
1716,1,-15,rayleigh,qpsk,42001842
1717,1,-15,rayleigh,16qam,42001843
1718,1,-15,rayleigh,qpsk,42001844
1719,1,-15,rayleigh,16qam,42001845
1720,1,-15,rayleigh,bpsk,42001846
1721,1,-15,rayleigh,qpsk,42001847
1722,1,-15,rayleigh,16qam,42001848
1723,1,-15,rayleigh,qpsk,42001849
1724,1,-15,rayleigh,bpsk,42001850
1725,1,-15,rayleigh,bpsk,42001851
1726,1,-15,rayleigh,16qam,42001852
1727,1,-15,rayleigh,qpsk,42001853
1728,1,-15,rayleigh,qpsk,42001854
1729,1,-15,rayleigh,qpsk,42001855
1730,1,-15,rayleigh,qpsk,42001856
1731,1,-15,rayleigh,bpsk,42001857
1732,1,-15,rayleigh,qpsk,42001858
1733,1,-15,rayleigh,16qam,42001859
1734,1,-15,rayleigh,16qam,42001860
1735,1,-15,rayleigh,16qam,42001861
1736,1,-15,rayleigh,16qam,42001862
1737,1,-15,rayleigh,bpsk,42001863
1738,1,-15,rayleigh,qpsk,42001864
1739,1,-15,rayleigh,16qam,42001865
1740,1,-15,rayleigh,qpsk,42001866
1741,1,-15,rayleigh,qpsk,42001867
1742,1,-15,rayleigh,16qam,42001868
1743,1,-15,rayleigh,16qam,42001869
1744,1,-15,rayleigh,qpsk,42001870
1745,1,-15,rayleigh,qpsk,42001871
1746,1,-15,rayleigh,qpsk,42001872
1747,1,-15,rayleigh,bpsk,42001873
1748,1,-15,rayleigh,bpsk,42001874
1749,1,-15,rayleigh,bpsk,42001875
1750,1,-15,rayleigh,qpsk,42001876
1751,1,-15,rayleigh,bpsk,42001877
1752,1,-15,rayleigh,16qam,42001878
1753,1,-15,rayleigh,bpsk,42001879
1754,1,-15,rayleigh,16qam,42001880
1755,1,-15,rayleigh,bpsk,42001881
1756,1,-15,rayleigh,qpsk,42001882
1757,1,-15,rayleigh,16qam,42001883
1758,1,-15,rayleigh,16qam,42001884
1759,1,-15,rayleigh,qpsk,42001885
1760,1,-15,rayleigh,bpsk,42001886
1761,1,-15,rayleigh,qpsk,42001887
1762,1,-15,rayleigh,qpsk,42001888
1763,1,-15,rayleigh,bpsk,42001889
1764,1,-15,rayleigh,bpsk,42001890
1765,1,-15,rayleigh,qpsk,42001891
1766,1,-15,rayleigh,bpsk,42001892
1767,1,-15,rayleigh,16qam,42001893
1768,1,-15,rayleigh,16qam,42001894
1769,1,-15,rayleigh,16qam,42001895
1770,1,-15,rayleigh,16qam,42001896
1771,1,-15,rayleigh,bpsk,42001897
1772,1,-15,rayleigh,16qam,42001898
1773,1,-15,rayleigh,qpsk,42001899
1774,1,-15,rayleigh,qpsk,42001900
1775,1,-15,rayleigh,bpsk,42001901
1776,1,-15,rayleigh,qpsk,42001902
1777,1,-15,rayleigh,bpsk,42001903
1778,1,-15,rayleigh,qpsk,42001904
1779,1,-15,rayleigh,qpsk,42001905
1780,1,-15,rayleigh,bpsk,42001906
1781,1,-15,rayleigh,qpsk,42001907
1782,1,-15,rayleigh,qpsk,42001908
1783,1,-15,rayleigh,qpsk,42001909
1784,1,-15,rayleigh,bpsk,42001910
1785,1,-15,rayleigh,bpsk,42001911
1786,1,-15,rayleigh,qpsk,42001912
1787,1,-15,rayleigh,qpsk,42001913
1788,1,-15,rayleigh,qpsk,42001914
1789,1,-15,rayleigh,qpsk,42001915
1790,1,-15,rayleigh,16qam,42001916
1791,1,-15,rayleigh,qpsk,42001917
1792,1,-15,rayleigh,qpsk,42001918
1793,1,-15,rayleigh,qpsk,42001919
1794,1,-15,rayleigh,qpsk,42001920
1795,1,-15,rayleigh,bpsk,42001921
1796,1,-15,rayleigh,qpsk,42001922
1797,1,-15,rayleigh,16qam,42001923
1798,1,-15,rayleigh,qpsk,42001924
1799,1,-15,rayleigh,qpsk,42001925
1800,0,-15,rayleigh,none,42001926
1801,0,-15,rayleigh,none,42001927
1802,0,-15,rayleigh,none,42001928
1803,0,-15,rayleigh,none,42001929
1804,0,-15,rayleigh,none,42001930
1805,0,-15,rayleigh,none,42001931
1806,0,-15,rayleigh,none,42001932
1807,0,-15,rayleigh,none,42001933
1808,0,-15,rayleigh,none,42001934
1809,0,-15,rayleigh,none,42001935
1810,0,-15,rayleigh,none,42001936
1811,0,-15,rayleigh,none,42001937
1812,0,-15,rayleigh,none,42001938
1813,0,-15,rayleigh,none,42001939
1814,0,-15,rayleigh,none,42001940
1815,0,-15,rayleigh,none,42001941
1816,0,-15,rayleigh,none,42001942
1817,0,-15,rayleigh,none,42001943
1818,0,-15,rayleigh,none,42001944
1819,0,-15,rayleigh,none,42001945
1820,0,-15,rayleigh,none,42001946
1821,0,-15,rayleigh,none,42001947
1822,0,-15,rayleigh,none,42001948
1823,0,-15,rayleigh,none,42001949
1824,0,-15,rayleigh,none,42001950
1825,0,-15,rayleigh,none,42001951
1826,0,-15,rayleigh,none,42001952
1827,0,-15,rayleigh,none,42001953
1828,0,-15,rayleigh,none,42001954
1829,0,-15,rayleigh,none,42001955
1830,0,-15,rayleigh,none,42001956
1831,0,-15,rayleigh,none,42001957
1832,0,-15,rayleigh,none,42001958
1833,0,-15,rayleigh,none,42001959
1834,0,-15,rayleigh,none,42001960
1835,0,-15,rayleigh,none,42001961
1836,0,-15,rayleigh,none,42001962
1837,0,-15,rayleigh,none,42001963
1838,0,-15,rayleigh,none,42001964
1839,0,-15,rayleigh,none,42001965
1840,0,-15,rayleigh,none,42001966
1841,0,-15,rayleigh,none,42001967
1842,0,-15,rayleigh,none,42001968
1843,0,-15,rayleigh,none,42001969
1844,0,-15,rayleigh,none,42001970
1845,0,-15,rayleigh,none,42001971
1846,0,-15,rayleigh,none,42001972
1847,0,-15,rayleigh,none,42001973
1848,0,-15,rayleigh,none,42001974
1849,0,-15,rayleigh,none,42001975
1850,0,-15,rayleigh,none,42001976
1851,0,-15,rayleigh,none,42001977
1852,0,-15,rayleigh,none,42001978
1853,0,-15,rayleigh,none,42001979
1854,0,-15,rayleigh,none,42001980
1855,0,-15,rayleigh,none,42001981
1856,0,-15,rayleigh,none,42001982
1857,0,-15,rayleigh,none,42001983
1858,0,-15,rayleigh,none,42001984
1859,0,-15,rayleigh,none,42001985
1860,0,-15,rayleigh,none,42001986
1861,0,-15,rayleigh,none,42001987
1862,0,-15,rayleigh,none,42001988
1863,0,-15,rayleigh,none,42001989
1864,0,-15,rayleigh,none,42001990
1865,0,-15,rayleigh,none,42001991
1866,0,-15,rayleigh,none,42001992
1867,0,-15,rayleigh,none,42001993
1868,0,-15,rayleigh,none,42001994
1869,0,-15,rayleigh,none,42001995
1870,0,-15,rayleigh,none,42001996
1871,0,-15,rayleigh,none,42001997
1872,0,-15,rayleigh,none,42001998
1873,0,-15,rayleigh,none,42001999
1874,0,-15,rayleigh,none,42002000
1875,0,-15,rayleigh,none,42002001
1876,0,-15,rayleigh,none,42002002
1877,0,-15,rayleigh,none,42002003
1878,0,-15,rayleigh,none,42002004
1879,0,-15,rayleigh,none,42002005
1880,0,-15,rayleigh,none,42002006
1881,0,-15,rayleigh,none,42002007
1882,0,-15,rayleigh,none,42002008
1883,0,-15,rayleigh,none,42002009
1884,0,-15,rayleigh,none,42002010
1885,0,-15,rayleigh,none,42002011
1886,0,-15,rayleigh,none,42002012
1887,0,-15,rayleigh,none,42002013
1888,0,-15,rayleigh,none,42002014
1889,0,-15,rayleigh,none,42002015
1890,0,-15,rayleigh,none,42002016
1891,0,-15,rayleigh,none,42002017
1892,0,-15,rayleigh,none,42002018
1893,0,-15,rayleigh,none,42002019
1894,0,-15,rayleigh,none,42002020
1895,0,-15,rayleigh,none,42002021
1896,0,-15,rayleigh,none,42002022
1897,0,-15,rayleigh,none,42002023
1898,0,-15,rayleigh,none,42002024
1899,0,-15,rayleigh,none,42002025
1900,0,-15,rayleigh,none,42002026
1901,0,-15,rayleigh,none,42002027
1902,0,-15,rayleigh,none,42002028
1903,0,-15,rayleigh,none,42002029
1904,0,-15,rayleigh,none,42002030
1905,0,-15,rayleigh,none,42002031
1906,0,-15,rayleigh,none,42002032
1907,0,-15,rayleigh,none,42002033
1908,0,-15,rayleigh,none,42002034
1909,0,-15,rayleigh,none,42002035
1910,0,-15,rayleigh,none,42002036
1911,0,-15,rayleigh,none,42002037
1912,0,-15,rayleigh,none,42002038
1913,0,-15,rayleigh,none,42002039
1914,0,-15,rayleigh,none,42002040
1915,0,-15,rayleigh,none,42002041
1916,0,-15,rayleigh,none,42002042
1917,0,-15,rayleigh,none,42002043
1918,0,-15,rayleigh,none,42002044
1919,0,-15,rayleigh,none,42002045
1920,0,-15,rayleigh,none,42002046
1921,0,-15,rayleigh,none,42002047
1922,0,-15,rayleigh,none,42002048
1923,0,-15,rayleigh,none,42002049
1924,0,-15,rayleigh,none,42002050
1925,0,-15,rayleigh,none,42002051
1926,0,-15,rayleigh,none,42002052
1927,0,-15,rayleigh,none,42002053
1928,0,-15,rayleigh,none,42002054
1929,0,-15,rayleigh,none,42002055
1930,0,-15,rayleigh,none,42002056
1931,0,-15,rayleigh,none,42002057
1932,0,-15,rayleigh,none,42002058
1933,0,-15,rayleigh,none,42002059
1934,0,-15,rayleigh,none,42002060
1935,0,-15,rayleigh,none,42002061
1936,0,-15,rayleigh,none,42002062
1937,0,-15,rayleigh,none,42002063
1938,0,-15,rayleigh,none,42002064
1939,0,-15,rayleigh,none,42002065
1940,0,-15,rayleigh,none,42002066
1941,0,-15,rayleigh,none,42002067
1942,0,-15,rayleigh,none,42002068
1943,0,-15,rayleigh,none,42002069
1944,0,-15,rayleigh,none,42002070
1945,0,-15,rayleigh,none,42002071
1946,0,-15,rayleigh,none,42002072
1947,0,-15,rayleigh,none,42002073
1948,0,-15,rayleigh,none,42002074
1949,0,-15,rayleigh,none,42002075
1950,0,-15,rayleigh,none,42002076
1951,0,-15,rayleigh,none,42002077
1952,0,-15,rayleigh,none,42002078
1953,0,-15,rayleigh,none,42002079
1954,0,-15,rayleigh,none,42002080
1955,0,-15,rayleigh,none,42002081
1956,0,-15,rayleigh,none,42002082
1957,0,-15,rayleigh,none,42002083
1958,0,-15,rayleigh,none,42002084
1959,0,-15,rayleigh,none,42002085
1960,0,-15,rayleigh,none,42002086
1961,0,-15,rayleigh,none,42002087
1962,0,-15,rayleigh,none,42002088
1963,0,-15,rayleigh,none,42002089
1964,0,-15,rayleigh,none,42002090
1965,0,-15,rayleigh,none,42002091
1966,0,-15,rayleigh,none,42002092
1967,0,-15,rayleigh,none,42002093
1968,0,-15,rayleigh,none,42002094
1969,0,-15,rayleigh,none,42002095
1970,0,-15,rayleigh,none,42002096
1971,0,-15,rayleigh,none,42002097
1972,0,-15,rayleigh,none,42002098
1973,0,-15,rayleigh,none,42002099
1974,0,-15,rayleigh,none,42002100
1975,0,-15,rayleigh,none,42002101
1976,0,-15,rayleigh,none,42002102
1977,0,-15,rayleigh,none,42002103
1978,0,-15,rayleigh,none,42002104
1979,0,-15,rayleigh,none,42002105
1980,0,-15,rayleigh,none,42002106
1981,0,-15,rayleigh,none,42002107
1982,0,-15,rayleigh,none,42002108
1983,0,-15,rayleigh,none,42002109
1984,0,-15,rayleigh,none,42002110
1985,0,-15,rayleigh,none,42002111
1986,0,-15,rayleigh,none,42002112
1987,0,-15,rayleigh,none,42002113
1988,0,-15,rayleigh,none,42002114
1989,0,-15,rayleigh,none,42002115
1990,0,-15,rayleigh,none,42002116
1991,0,-15,rayleigh,none,42002117
1992,0,-15,rayleigh,none,42002118
1993,0,-15,rayleigh,none,42002119
1994,0,-15,rayleigh,none,42002120
1995,0,-15,rayleigh,none,42002121
1996,0,-15,rayleigh,none,42002122
1997,0,-15,rayleigh,none,42002123
1998,0,-15,rayleigh,none,42002124
1999,0,-15,rayleigh,none,42002125
2000,1,-15,rician,16qam,42002126
2001,1,-15,rician,qpsk,42002127
2002,1,-15,rician,qpsk,42002128
2003,1,-15,rician,qpsk,42002129
2004,1,-15,rician,qpsk,42002130
2005,1,-15,rician,16qam,42002131
2006,1,-15,rician,16qam,42002132
2007,1,-15,rician,qpsk,42002133
2008,1,-15,rician,16qam,42002134
2009,1,-15,rician,16qam,42002135
2010,1,-15,rician,qpsk,42002136
2011,1,-15,rician,16qam,42002137
2012,1,-15,rician,bpsk,42002138
2013,1,-15,rician,bpsk,42002139
2014,1,-15,rician,qpsk,42002140
2015,1,-15,rician,16qam,42002141
2016,1,-15,rician,bpsk,42002142
2017,1,-15,rician,16qam,42002143
2018,1,-15,rician,bpsk,42002144
2019,1,-15,rician,16qam,42002145
2020,1,-15,rician,qpsk,42002146
2021,1,-15,rician,qpsk,42002147
2022,1,-15,rician,16qam,42002148
2023,1,-15,rician,qpsk,42002149
2024,1,-15,rician,16qam,42002150
2025,1,-15,rician,16qam,42002151
2026,1,-15,rician,qpsk,42002152
2027,1,-15,rician,bpsk,42002153
2028,1,-15,rician,bpsk,42002154
2029,1,-15,rician,qpsk,42002155
2030,1,-15,rician,16qam,42002156
2031,1,-15,rician,bpsk,42002157
2032,1,-15,rician,qpsk,42002158
2033,1,-15,rician,bpsk,42002159
2034,1,-15,rician,bpsk,42002160
2035,1,-15,rician,qpsk,42002161
2036,1,-15,rician,bpsk,42002162
2037,1,-15,rician,bpsk,42002163
2038,1,-15,rician,bpsk,42002164
2039,1,-15,rician,16qam,42002165
2040,1,-15,rician,bpsk,42002166
2041,1,-15,rician,bpsk,42002167
2042,1,-15,rician,16qam,42002168
2043,1,-15,rician,16qam,42002169
2044,1,-15,rician,qpsk,42002170
2045,1,-15,rician,16qam,42002171
2046,1,-15,rician,16qam,42002172
2047,1,-15,rician,qpsk,42002173
2048,1,-15,rician,qpsk,42002174
2049,1,-15,rician,bpsk,42002175
2050,1,-15,rician,bpsk,42002176
2051,1,-15,rician,bpsk,42002177
2052,1,-15,rician,qpsk,42002178
2053,1,-15,rician,16qam,42002179
2054,1,-15,rician,qpsk,42002180
2055,1,-15,rician,16qam,42002181
2056,1,-15,rician,16qam,42002182
2057,1,-15,rician,qpsk,42002183
2058,1,-15,rician,16qam,42002184
2059,1,-15,rician,bpsk,42002185
2060,1,-15,rician,bpsk,42002186
2061,1,-15,rician,qpsk,42002187
2062,1,-15,rician,qpsk,42002188
2063,1,-15,rician,16qam,42002189
2064,1,-15,rician,bpsk,42002190
2065,1,-15,rician,bpsk,42002191
2066,1,-15,rician,16qam,42002192
2067,1,-15,rician,qpsk,42002193
2068,1,-15,rician,bpsk,42002194
2069,1,-15,rician,bpsk,42002195
2070,1,-15,rician,bpsk,42002196
2071,1,-15,rician,qpsk,42002197
2072,1,-15,rician,bpsk,42002198
2073,1,-15,rician,qpsk,42002199
2074,1,-15,rician,16qam,42002200
2075,1,-15,rician,16qam,42002201
2076,1,-15,rician,qpsk,42002202
2077,1,-15,rician,qpsk,42002203
2078,1,-15,rician,bpsk,42002204
2079,1,-15,rician,qpsk,42002205
2080,1,-15,rician,16qam,42002206
2081,1,-15,rician,16qam,42002207
2082,1,-15,rician,16qam,42002208
2083,1,-15,rician,16qam,42002209
2084,1,-15,rician,16qam,42002210
2085,1,-15,rician,qpsk,42002211
2086,1,-15,rician,16qam,42002212
2087,1,-15,rician,16qam,42002213
2088,1,-15,rician,qpsk,42002214
2089,1,-15,rician,bpsk,42002215
2090,1,-15,rician,qpsk,42002216
2091,1,-15,rician,qpsk,42002217
2092,1,-15,rician,qpsk,42002218
2093,1,-15,rician,16qam,42002219
2094,1,-15,rician,16qam,42002220
2095,1,-15,rician,bpsk,42002221
2096,1,-15,rician,16qam,42002222
2097,1,-15,rician,bpsk,42002223
2098,1,-15,rician,16qam,42002224
2099,1,-15,rician,bpsk,42002225
2100,1,-15,rician,bpsk,42002226
2101,1,-15,rician,bpsk,42002227
2102,1,-15,rician,qpsk,42002228
2103,1,-15,rician,bpsk,42002229
2104,1,-15,rician,16qam,42002230
2105,1,-15,rician,bpsk,42002231
2106,1,-15,rician,16qam,42002232
2107,1,-15,rician,bpsk,42002233
2108,1,-15,rician,bpsk,42002234
2109,1,-15,rician,16qam,42002235
2110,1,-15,rician,bpsk,42002236
2111,1,-15,rician,16qam,42002237
2112,1,-15,rician,qpsk,42002238
2113,1,-15,rician,16qam,42002239
2114,1,-15,rician,bpsk,42002240
2115,1,-15,rician,qpsk,42002241
2116,1,-15,rician,qpsk,42002242
2117,1,-15,rician,bpsk,42002243
2118,1,-15,rician,bpsk,42002244
2119,1,-15,rician,qpsk,42002245
2120,1,-15,rician,bpsk,42002246
2121,1,-15,rician,qpsk,42002247
2122,1,-15,rician,qpsk,42002248
2123,1,-15,rician,16qam,42002249
2124,1,-15,rician,16qam,42002250
2125,1,-15,rician,bpsk,42002251
2126,1,-15,rician,bpsk,42002252
2127,1,-15,rician,bpsk,42002253
2128,1,-15,rician,qpsk,42002254
2129,1,-15,rician,bpsk,42002255
2130,1,-15,rician,16qam,42002256
2131,1,-15,rician,qpsk,42002257
2132,1,-15,rician,qpsk,42002258
2133,1,-15,rician,qpsk,42002259
2134,1,-15,rician,16qam,42002260
2135,1,-15,rician,bpsk,42002261
2136,1,-15,rician,qpsk,42002262
2137,1,-15,rician,16qam,42002263
2138,1,-15,rician,bpsk,42002264
2139,1,-15,rician,qpsk,42002265
2140,1,-15,rician,bpsk,42002266
2141,1,-15,rician,qpsk,42002267
2142,1,-15,rician,16qam,42002268
2143,1,-15,rician,16qam,42002269
2144,1,-15,rician,qpsk,42002270
2145,1,-15,rician,bpsk,42002271
2146,1,-15,rician,qpsk,42002272
2147,1,-15,rician,16qam,42002273
2148,1,-15,rician,16qam,42002274
2149,1,-15,rician,bpsk,42002275
2150,1,-15,rician,qpsk,42002276
2151,1,-15,rician,qpsk,42002277
2152,1,-15,rician,16qam,42002278
2153,1,-15,rician,16qam,42002279
2154,1,-15,rician,bpsk,42002280
2155,1,-15,rician,bpsk,42002281
2156,1,-15,rician,bpsk,42002282
2157,1,-15,rician,16qam,42002283
2158,1,-15,rician,qpsk,42002284
2159,1,-15,rician,16qam,42002285
2160,1,-15,rician,bpsk,42002286
2161,1,-15,rician,bpsk,42002287
2162,1,-15,rician,bpsk,42002288
2163,1,-15,rician,16qam,42002289
2164,1,-15,rician,bpsk,42002290
2165,1,-15,rician,16qam,42002291
2166,1,-15,rician,bpsk,42002292
2167,1,-15,rician,bpsk,42002293
2168,1,-15,rician,qpsk,42002294
2169,1,-15,rician,bpsk,42002295
2170,1,-15,rician,bpsk,42002296
2171,1,-15,rician,16qam,42002297
2172,1,-15,rician,bpsk,42002298
2173,1,-15,rician,bpsk,42002299
2174,1,-15,rician,qpsk,42002300
2175,1,-15,rician,bpsk,42002301
2176,1,-15,rician,16qam,42002302
2177,1,-15,rician,qpsk,42002303
2178,1,-15,rician,bpsk,42002304
2179,1,-15,rician,qpsk,42002305
2180,1,-15,rician,16qam,42002306
2181,1,-15,rician,bpsk,42002307
2182,1,-15,rician,bpsk,42002308
2183,1,-15,rician,16qam,42002309
2184,1,-15,rician,qpsk,42002310
2185,1,-15,rician,bpsk,42002311
2186,1,-15,rician,16qam,42002312
2187,1,-15,rician,16qam,42002313
2188,1,-15,rician,bpsk,42002314
2189,1,-15,rician,16qam,42002315
2190,1,-15,rician,bpsk,42002316
2191,1,-15,rician,bpsk,42002317
2192,1,-15,rician,bpsk,42002318
2193,1,-15,rician,16qam,42002319
2194,1,-15,rician,bpsk,42002320
2195,1,-15,rician,bpsk,42002321
2196,1,-15,rician,16qam,42002322
2197,1,-15,rician,bpsk,42002323
2198,1,-15,rician,qpsk,42002324
2199,1,-15,rician,16qam,42002325
2200,0,-15,rician,none,42002326
2201,0,-15,rician,none,42002327
2202,0,-15,rician,none,42002328
2203,0,-15,rician,none,42002329
2204,0,-15,rician,none,42002330
2205,0,-15,rician,none,42002331
2206,0,-15,rician,none,42002332
2207,0,-15,rician,none,42002333
2208,0,-15,rician,none,42002334
2209,0,-15,rician,none,42002335
2210,0,-15,rician,none,42002336
2211,0,-15,rician,none,42002337
2212,0,-15,rician,none,42002338
2213,0,-15,rician,none,42002339
2214,0,-15,rician,none,42002340
2215,0,-15,rician,none,42002341
2216,0,-15,rician,none,42002342
2217,0,-15,rician,none,42002343
2218,0,-15,rician,none,42002344
2219,0,-15,rician,none,42002345
2220,0,-15,rician,none,42002346
2221,0,-15,rician,none,42002347
2222,0,-15,rician,none,42002348
2223,0,-15,rician,none,42002349
2224,0,-15,rician,none,42002350
2225,0,-15,rician,none,42002351
2226,0,-15,rician,none,42002352
2227,0,-15,rician,none,42002353
2228,0,-15,rician,none,42002354
2229,0,-15,rician,none,42002355
2230,0,-15,rician,none,42002356
2231,0,-15,rician,none,42002357
2232,0,-15,rician,none,42002358
2233,0,-15,rician,none,42002359
2234,0,-15,rician,none,42002360
2235,0,-15,rician,none,42002361
2236,0,-15,rician,none,42002362
2237,0,-15,rician,none,42002363
2238,0,-15,rician,none,42002364
2239,0,-15,rician,none,42002365
2240,0,-15,rician,none,42002366
2241,0,-15,rician,none,42002367
2242,0,-15,rician,none,42002368
2243,0,-15,rician,none,42002369
2244,0,-15,rician,none,42002370
2245,0,-15,rician,none,42002371
2246,0,-15,rician,none,42002372
2247,0,-15,rician,none,42002373
2248,0,-15,rician,none,42002374
2249,0,-15,rician,none,42002375
2250,0,-15,rician,none,42002376
2251,0,-15,rician,none,42002377
2252,0,-15,rician,none,42002378
2253,0,-15,rician,none,42002379
2254,0,-15,rician,none,42002380
2255,0,-15,rician,none,42002381
2256,0,-15,rician,none,42002382
2257,0,-15,rician,none,42002383
2258,0,-15,rician,none,42002384
2259,0,-15,rician,none,42002385
2260,0,-15,rician,none,42002386
2261,0,-15,rician,none,42002387
2262,0,-15,rician,none,42002388
2263,0,-15,rician,none,42002389
2264,0,-15,rician,none,42002390
2265,0,-15,rician,none,42002391
2266,0,-15,rician,none,42002392
2267,0,-15,rician,none,42002393
2268,0,-15,rician,none,42002394
2269,0,-15,rician,none,42002395
2270,0,-15,rician,none,42002396
2271,0,-15,rician,none,42002397
2272,0,-15,rician,none,42002398
2273,0,-15,rician,none,42002399
2274,0,-15,rician,none,42002400
2275,0,-15,rician,none,42002401
2276,0,-15,rician,none,42002402
2277,0,-15,rician,none,42002403
2278,0,-15,rician,none,42002404
2279,0,-15,rician,none,42002405
2280,0,-15,rician,none,42002406
2281,0,-15,rician,none,42002407
2282,0,-15,rician,none,42002408
2283,0,-15,rician,none,42002409
2284,0,-15,rician,none,42002410
2285,0,-15,rician,none,42002411
2286,0,-15,rician,none,42002412
2287,0,-15,rician,none,42002413
2288,0,-15,rician,none,42002414
2289,0,-15,rician,none,42002415
2290,0,-15,rician,none,42002416
2291,0,-15,rician,none,42002417
2292,0,-15,rician,none,42002418
2293,0,-15,rician,none,42002419
2294,0,-15,rician,none,42002420
2295,0,-15,rician,none,42002421
2296,0,-15,rician,none,42002422
2297,0,-15,rician,none,42002423
2298,0,-15,rician,none,42002424
2299,0,-15,rician,none,42002425
2300,0,-15,rician,none,42002426
2301,0,-15,rician,none,42002427
2302,0,-15,rician,none,42002428
2303,0,-15,rician,none,42002429
2304,0,-15,rician,none,42002430
2305,0,-15,rician,none,42002431
2306,0,-15,rician,none,42002432
2307,0,-15,rician,none,42002433
2308,0,-15,rician,none,42002434
2309,0,-15,rician,none,42002435
2310,0,-15,rician,none,42002436
2311,0,-15,rician,none,42002437
2312,0,-15,rician,none,42002438
2313,0,-15,rician,none,42002439
2314,0,-15,rician,none,42002440
2315,0,-15,rician,none,42002441
2316,0,-15,rician,none,42002442
2317,0,-15,rician,none,42002443
2318,0,-15,rician,none,42002444
2319,0,-15,rician,none,42002445
2320,0,-15,rician,none,42002446
2321,0,-15,rician,none,42002447
2322,0,-15,rician,none,42002448
2323,0,-15,rician,none,42002449
2324,0,-15,rician,none,42002450
2325,0,-15,rician,none,42002451
2326,0,-15,rician,none,42002452
2327,0,-15,rician,none,42002453
2328,0,-15,rician,none,42002454
2329,0,-15,rician,none,42002455
2330,0,-15,rician,none,42002456
2331,0,-15,rician,none,42002457
2332,0,-15,rician,none,42002458
2333,0,-15,rician,none,42002459
2334,0,-15,rician,none,42002460
2335,0,-15,rician,none,42002461
2336,0,-15,rician,none,42002462
2337,0,-15,rician,none,42002463
2338,0,-15,rician,none,42002464
2339,0,-15,rician,none,42002465
2340,0,-15,rician,none,42002466
2341,0,-15,rician,none,42002467
2342,0,-15,rician,none,42002468
2343,0,-15,rician,none,42002469
2344,0,-15,rician,none,42002470
2345,0,-15,rician,none,42002471
2346,0,-15,rician,none,42002472
2347,0,-15,rician,none,42002473
2348,0,-15,rician,none,42002474
2349,0,-15,rician,none,42002475
2350,0,-15,rician,none,42002476
2351,0,-15,rician,none,42002477
2352,0,-15,rician,none,42002478
2353,0,-15,rician,none,42002479
2354,0,-15,rician,none,42002480
2355,0,-15,rician,none,42002481
2356,0,-15,rician,none,42002482
2357,0,-15,rician,none,42002483
2358,0,-15,rician,none,42002484
2359,0,-15,rician,none,42002485
2360,0,-15,rician,none,42002486
2361,0,-15,rician,none,42002487
2362,0,-15,rician,none,42002488
2363,0,-15,rician,none,42002489
2364,0,-15,rician,none,42002490
2365,0,-15,rician,none,42002491
2366,0,-15,rician,none,42002492
2367,0,-15,rician,none,42002493
2368,0,-15,rician,none,42002494
2369,0,-15,rician,none,42002495
2370,0,-15,rician,none,42002496
2371,0,-15,rician,none,42002497
2372,0,-15,rician,none,42002498
2373,0,-15,rician,none,42002499
2374,0,-15,rician,none,42002500
2375,0,-15,rician,none,42002501
2376,0,-15,rician,none,42002502
2377,0,-15,rician,none,42002503
2378,0,-15,rician,none,42002504
2379,0,-15,rician,none,42002505
2380,0,-15,rician,none,42002506
2381,0,-15,rician,none,42002507
2382,0,-15,rician,none,42002508
2383,0,-15,rician,none,42002509
2384,0,-15,rician,none,42002510
2385,0,-15,rician,none,42002511
2386,0,-15,rician,none,42002512
2387,0,-15,rician,none,42002513
2388,0,-15,rician,none,42002514
2389,0,-15,rician,none,42002515
2390,0,-15,rician,none,42002516
2391,0,-15,rician,none,42002517
2392,0,-15,rician,none,42002518
2393,0,-15,rician,none,42002519
2394,0,-15,rician,none,42002520
2395,0,-15,rician,none,42002521
2396,0,-15,rician,none,42002522
2397,0,-15,rician,none,42002523
2398,0,-15,rician,none,42002524
2399,0,-15,rician,none,42002525
2400,1,-10,awgn,qpsk,42002526
2401,1,-10,awgn,16qam,42002527
2402,1,-10,awgn,16qam,42002528
2403,1,-10,awgn,16qam,42002529
2404,1,-10,awgn,16qam,42002530
2405,1,-10,awgn,bpsk,42002531
2406,1,-10,awgn,bpsk,42002532
2407,1,-10,awgn,bpsk,42002533
2408,1,-10,awgn,bpsk,42002534
2409,1,-10,awgn,bpsk,42002535
2410,1,-10,awgn,16qam,42002536
2411,1,-10,awgn,bpsk,42002537
2412,1,-10,awgn,bpsk,42002538
2413,1,-10,awgn,bpsk,42002539
2414,1,-10,awgn,qpsk,42002540
2415,1,-10,awgn,bpsk,42002541
2416,1,-10,awgn,bpsk,42002542
2417,1,-10,awgn,qpsk,42002543
2418,1,-10,awgn,bpsk,42002544
2419,1,-10,awgn,bpsk,42002545
2420,1,-10,awgn,bpsk,42002546
2421,1,-10,awgn,bpsk,42002547
